departamento;arma ;fecha;genero;población
CAUCA;PALANCAS;18/05/2022;FEMENINO;ADULTOS
CAUCA;PALANCAS;7/06/2022;FEMENINO;ADULTOS
CAUCA;PALANCAS;15/06/2022;FEMENINO;ADULTOS
CAUCA;PALANCAS;19/06/2022;MASCULINO;ADULTOS
CAUCA;PALANCAS;27/06/2022;MASCULINO;ADULTOS
CAUCA;PALANCAS;3/07/2022;FEMENINO;ADULTOS
CAUCA;PALANCAS;7/07/2022;MASCULINO;ADULTOS
CAUCA;PALANCAS;10/07/2022;FEMENINO;ADULTOS
CAUCA;PALANCAS;10/07/2022;MASCULINO;ADULTOS
CAUCA;PALANCAS;22/08/2022;FEMENINO;ADULTOS
CAUCA;PALANCAS;9/01/2022;FEMENINO;ADULTOS
CAUCA;PALANCAS;4/01/2022;MASCULINO;ADULTOS
CAUCA;PALANCAS;14/01/2022;MASCULINO;ADULTOS
CAUCA;PALANCAS;23/02/2022;FEMENINO;ADULTOS
CAUCA;PALANCAS;23/02/2022;MASCULINO;ADULTOS
CAUCA;PALANCAS;9/03/2022;MASCULINO;ADULTOS
CAUCA;PALANCAS;17/03/2022;FEMENINO;ADULTOS
CAUCA;PALANCAS;27/03/2022;MASCULINO;ADULTOS
CAUCA;PALANCAS;22/01/2022;FEMENINO;ADULTOS
CAUCA;PALANCAS;1/02/2022;MASCULINO;ADULTOS
CAUCA;PALANCAS;20/05/2022;MASCULINO;ADULTOS
CAUCA;PALANCAS;1/06/2022;FEMENINO;ADULTOS
CAUCA;PALANCAS;26/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;28/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;3/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;6/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;7/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;7/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;9/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;9/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;10/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;13/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;13/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;14/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;15/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;16/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;17/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;18/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;21/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;22/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;23/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;24/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;24/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;26/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;28/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;28/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;30/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;30/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;3/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;6/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;6/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;7/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;15/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;16/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;17/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;21/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;22/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;23/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;3/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;6/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;6/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;7/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;9/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;10/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;10/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;11/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;11/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;13/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;13/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;14/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;16/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;17/03/2022;FEMENINO;MENORES
CUNDINAMARCA;PALANCAS;19/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;20/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;20/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;21/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;23/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;23/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;24/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;24/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;26/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;27/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;28/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;28/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;29/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;30/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;6/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;10/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;10/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;13/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;14/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;14/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;15/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;17/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;17/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;18/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;19/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;20/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;20/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;21/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;23/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;23/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;24/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;24/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;26/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;27/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;28/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;29/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;30/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;6/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;7/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;7/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;10/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;10/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;11/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;11/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;14/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;15/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;16/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;18/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;20/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;21/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;22/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;23/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;26/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;26/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;27/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;28/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;29/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;29/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;30/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;31/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;3/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;3/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;6/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;7/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;7/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;9/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;10/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;11/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;13/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;14/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;15/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;15/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;16/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;17/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;17/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;18/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;18/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;19/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;19/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;20/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;21/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;23/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;23/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;24/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;24/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;26/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;26/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;27/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;27/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;28/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;29/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;30/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;3/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;3/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;6/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;7/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;9/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;13/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;14/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;15/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;15/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;16/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;18/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;18/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;19/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;20/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;21/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;21/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;22/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;22/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;23/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;24/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;26/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;27/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;27/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;28/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;28/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;29/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;29/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;30/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;30/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;31/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;31/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;3/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;6/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;7/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;9/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;9/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;10/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;10/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;11/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;13/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;14/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;15/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;15/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;16/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;16/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;18/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;18/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;19/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;19/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;20/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;21/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;24/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;24/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;26/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;28/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;29/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;31/08/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;31/08/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;18/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;26/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;22/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;16/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;3/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;3/07/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;18/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;23/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;21/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;17/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;20/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;3/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;7/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;22/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;27/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;5/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;7/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;11/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;13/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;11/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;12/04/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;23/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;26/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;29/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;27/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;27/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/07/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;20/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;3/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;18/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;16/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;14/05/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;27/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;30/05/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/06/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;22/04/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;1/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;8/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;11/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;21/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;22/01/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;31/01/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;15/02/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;24/02/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;2/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/03/2022;MASCULINO;ADULTOS
CUNDINAMARCA;PALANCAS;29/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;30/03/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;25/06/2022;FEMENINO;ADULTOS
CUNDINAMARCA;PALANCAS;4/07/2022;FEMENINO;ADULTOS
